completion,preds
"Clinton, Favor","Trump, Favor"
"Clinton, Against",", "
"Clinton, Against","Trump, Favor"
"Clinton, Favor","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, "
"Clinton, Against","Trump, Against"
"Clinton, Favor",", "
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Favor"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Favor",", "
"Clinton, Against","Trump, Favor"
"Clinton, Against","Trump, Favor"
"Clinton, Against","Trump, Favor"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Favor",", "
"Clinton, Against",", "
"Clinton, Against","Trump, Against"
"Clinton, Favor",", "
"Clinton, Against","Trump, "
"Clinton, Favor",", "
"Clinton, Favor","Trump, Against"
"Clinton, Favor",", "
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Favor"
"Clinton, Against","Clinton, "
"Clinton, Against","Trump, Favor"
"Clinton, Favor",", "
"Clinton, None","Trump, Against"
"Clinton, Favor","Trump, Favor"
"Clinton, None","Trump, Favor"
"Clinton, None","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against",", "
"Clinton, None","Trump, Favor"
"Clinton, Favor","Trump, "
"Clinton, None","Trump, Favor"
"Clinton, Against",", "
"Clinton, None",", "
"Clinton, Against","Trump, Favor"
"Clinton, Against","Trump, Favor"
"Clinton, Favor","Trump, Support"
"Clinton, None",", "
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, None","Trump, "
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Favor"
"Clinton, Against",", "
"Clinton, Against","Trump, Favor"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Favor"
"Clinton, Against","Trump, "
"Clinton, Against","Trump, Against"
"Clinton, Favor",", "
"Clinton, Against","Trump, Favor"
"Clinton, None","Trump, Favor"
"Clinton, Favor","Trump, Favor"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against",", "
"Clinton, Against","Trump, Favor"
"Clinton, Favor",", "
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Favor"
"Clinton, Favor","Trump, Favor"
"Clinton, Against","Trump, Favor"
"Clinton, None",", "
"Clinton, Against",", "
"Clinton, None","Trump, Against"
"Clinton, Against",", "
"Clinton, Favor","Trump, Against"
"Clinton, Against","Trump, Favor"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, None","Trump, Favor"
"Clinton, Favor","Trump, "
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, None","Trump, Against"
"Clinton, Against","Trump, "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Favor","Trump, Against"
"Clinton, Against","Trump, "
"Clinton, Favor","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Favor","Trump, Favor"
"Clinton, Against","Trump, Favor"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, "
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, None",", "
"Clinton, Against",", "
"Clinton, None","Trump, Favor"
"Clinton, None","Trump, Against"
"Clinton, None","Trump, Favor"
"Clinton, Favor","Trump, Favor"
"Clinton, Against",", "
"Clinton, None","Trump, Favor"
"Clinton, Favor","Trump, Against"
"Clinton, None","Trump, Favor"
"Clinton, Against","Trump, Favor"
"Clinton, Favor",", "
"Clinton, Against","Trump, Against"
"Clinton, Favor",", "
"Clinton, Favor","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Favor"
"Clinton, Against","Trump, Favor"
"Clinton, Against","Trump, Against"
"Clinton, Favor",", "
"Clinton, Favor","Trump, Against"
"Clinton, None","Trump, Against"
"Clinton, None",", "
"Clinton, Against",", "
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Favor"
"Clinton, Against",", "
"Clinton, Against","Trump, Against"
"Clinton, None","Trump, Against"
"Clinton, Against","Trump, Favor"
"Clinton, Favor","Trump, "
"Clinton, Favor","Trump, Favor"
"Clinton, Against","Trump, Favor"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Favor","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, None",", "
"Clinton, None",", "
"Clinton, None","Trump, Favor"
"Clinton, Against","Trump, Favor"
"Clinton, Favor",", "
"Clinton, Against","Trump, Favor"
"Clinton, Favor",", "
"Clinton, Favor","Trump, Favor"
"Clinton, Against",", "
"Clinton, None","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against",", "
