completion,preds
"Clinton, Favor","Clinton, "
"Clinton, Against",", "
"Clinton, Against",", None"
"Clinton, Favor",", Favor"
"Clinton, Against",", Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Favor",", Favor"
"Clinton, Against","Clinton, Favor"
"Clinton, Against",", None"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Favor",", Favor"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Favor","Clinton, Favor"
"Clinton, Against",", "
"Clinton, Against","Clinton, Against"
"Clinton, Favor","Clinton, Favor"
"Clinton, Against",", Against"
"Clinton, Favor",", Favor"
"Clinton, Favor","Clinton, Favor"
"Clinton, Favor",", Favor"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Trump, Against"
"Clinton, Favor",", None"
"Clinton, None","Clinton, Against"
"Clinton, Favor","Clinton, Favor"
"Clinton, None","Trump, Favor"
"Clinton, None","Trump, None"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Clinton, Against"
"Clinton, None",", Against"
"Clinton, Favor","Clinton, Favor"
"Clinton, None","Trump, "
"Clinton, Against","Trump, "
"Clinton, None","Trump, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against",", None"
"Clinton, Favor","Clinton, Favor"
"Clinton, None","Trump, Against"
"Clinton, Against",", Against"
"Clinton, Against",", Against"
"Clinton, None","Trump, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Trump, Favor"
"Clinton, Against","Trump, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against",", Against"
"Clinton, Against","Clinton, Against"
"Clinton, Favor","Clinton, Favor"
"Clinton, Against",", Against"
"Clinton, None",", "
"Clinton, Favor","Clinton, Favor"
"Clinton, Against",", Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Favor","Clinton, Favor"
"Clinton, Against",", Favor"
"Clinton, Against",", Favor"
"Clinton, Favor",", Favor"
"Clinton, Against","Clinton, Against"
"Clinton, None","Trump, Against"
"Clinton, Against","Clinton, Against"
"Clinton, None","Clinton, "
"Clinton, Against",", Against"
"Clinton, Favor","Clinton, Favor"
"Clinton, Against",", Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, Against"
"Clinton, None",", "
"Clinton, Favor",", Against"
"Clinton, Against",", Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, None",", Favor"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, Favor"
"Clinton, Against",", Favor"
"Clinton, Favor","Clinton, Favor"
"Clinton, Against","Clinton, Against"
"Clinton, Favor",", Favor"
"Clinton, Against","Clinton, Against"
"Clinton, Against",", Against"
"Clinton, Favor",", Favor"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, Against"
"Clinton, None","Clinton, Against"
"Clinton, Against","Clinton, Against"
"Clinton, None","Clinton, Against"
"Clinton, None","Trump, Favor"
"Clinton, None",", "
"Clinton, Favor","Clinton, Against"
"Clinton, Against","Clinton, "
"Clinton, None",", "
"Clinton, Favor",", Favor"
"Clinton, None",", None"
"Clinton, Against","Trump, Against"
"Clinton, Favor","Clinton, "
"Clinton, Against",", Against"
"Clinton, Favor","Clinton, Favor"
"Clinton, Favor",", Favor"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, Favor"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Trump, Against"
"Clinton, Favor","Clinton, Favor"
"Clinton, Favor","Clinton, "
"Clinton, None",", "
"Clinton, None","Trump, Against"
"Clinton, Against","Clinton, Favor"
"Clinton, Against","Clinton, Against"
"Clinton, Against",", Against"
"Clinton, Against",", Against"
"Clinton, Against","Clinton, Favor"
"Clinton, Against",", Favor"
"Clinton, None","Clinton, Favor"
"Clinton, Against","Trump, Against"
"Clinton, Favor","Clinton, Favor"
"Clinton, Favor","Clinton, Favor"
"Clinton, Against","Clinton, Against"
"Clinton, Against",", Against"
"Clinton, Against",", Against"
"Clinton, Favor","Clinton, Favor"
"Clinton, Against",", Against"
"Clinton, None","Clinton, Against"
"Clinton, None",", None"
"Clinton, None",", Against"
"Clinton, Against","Trump, Against"
"Clinton, Favor","Clinton, Favor"
"Clinton, Against","Clinton, Against"
"Clinton, Favor","Clinton, Favor"
"Clinton, Favor","Clinton, Favor"
"Clinton, Against","Trump, Against"
"Clinton, None",", "
"Clinton, Against",", Against"
"Clinton, Against","Clinton, Favor"
"Clinton, Favor",", Favor"
"Clinton, Against","Clinton, Against"
"Clinton, Against",", Favor"
"Clinton, None","Trump, None"
"Clinton, Against",", Against"
"Clinton, Against","Clinton, Against"
"Clinton, Favor","Clinton, Against"
"Clinton, Favor",", Against"
"Clinton, None",", None"
"Clinton, Against","Trump, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against",", None"
"Clinton, Against",", Against"
"Clinton, Against",", Against"
"Clinton, Favor","Clinton, Favor"
"Clinton, None",", Against"
"Clinton, Against","Clinton, Against"
"Clinton, None","Trump, Favor"
"Clinton, Favor","Clinton, Against"
"Clinton, Favor","Clinton, Favor"
"Clinton, None",", Against"
"Clinton, Against",", "
"Clinton, Against","Trump, Against"
"Clinton, None",", None"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against",", Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against",", Against"
"Clinton, Favor","Trump, Against"
"Clinton, None",", Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, Favor"
"Clinton, Against","Trump, Against"
"Clinton, None","Trump, Against"
"Clinton, Against",", Against"
"Clinton, Against",", "
"Clinton, Against","Clinton, Favor"
"Clinton, Against","Clinton, Against"
"Clinton, Favor","Clinton, Favor"
"Clinton, Favor","Clinton, Favor"
"Clinton, Favor","Clinton, Favor"
"Clinton, None",", None"
"Clinton, Against","Clinton, Against"
"Trump, None","Clinton, Against"
"Trump, Favor","Trump, Favor"
"Trump, Favor","Trump, Against"
"Trump, None","Trump, Against"
"Trump, Against","Trump, Favor"
"Trump, Against",", Against"
"Trump, None","Clinton, Against"
"Trump, Against",", "
"Trump, None",", Against"
"Trump, None",", None"
"Trump, Against","Trump, Against"
"Trump, Against",", Against"
"Trump, None",", Against"
"Trump, None","Trump, Against"
"Trump, None",", None"
"Trump, None","Trump, None"
"Trump, None",", Favor"
"Trump, None","Trump, Against"
"Trump, Against","Trump, Against"
"Trump, Against","Trump, Against"
"Trump, None",", Against"
"Trump, Against",", Against"
"Trump, Favor","Trump, "
"Trump, Against","Trump, Against"
"Trump, Against","Trump, Against"
"Trump, Against","Trump, Against"
"Trump, None","Trump, Against"
"Trump, Against","Trump, Favor"
"Trump, Against","Trump, Against"
"Trump, Against","Trump, Against"
"Trump, Favor","Trump, Favor"
"Trump, None",", "
"Trump, Favor","Trump, Favor"
"Trump, None","Clinton, Against"
"Trump, Against","Trump, Against"
"Trump, None",", None"
"Trump, Favor","Trump, Against"
"Trump, Against","Clinton, Against"
"Trump, Favor","Trump, Against"
"Trump, Favor","Trump, Favor"
"Trump, Against","Trump, Against"
"Trump, None","Trump, Against"
"Trump, Against","Trump, Against"
"Trump, Against","Trump, Against"
"Trump, Favor","Trump, Favor"
"Trump, Against","Trump, Favor"
"Trump, None","Trump, Against"
"Trump, None",", Against"
"Trump, Against","Trump, Favor"
"Trump, Against","Trump, Favor"
"Trump, None",", "
"Trump, Against",", Against"
"Trump, Against","Trump, Against"
"Trump, Against","Trump, Against"
"Trump, None","Trump, Against"
"Trump, Favor","Trump, Against"
"Trump, Favor","Trump, Against"
"Trump, Favor","Trump, Against"
"Trump, Favor","Trump, Favor"
"Trump, None",", Against"
"Trump, Favor","Trump, Favor"
"Trump, Against",", "
"Trump, Against","Trump, Against"
"Trump, Favor","Trump, Favor"
"Trump, Against",", "
"Trump, None",", Against"
"Trump, Against","Trump, Against"
"Trump, Against","Trump, Against"
"Trump, Against","Trump, "
"Trump, Against","Trump, Against"
"Trump, None",", None"
"Trump, None",", Against"
"Trump, Against","Trump, Against"
