completion,preds
"Clinton, Favor",", "
"Clinton, Against",", "
"Clinton, Against","Trump, Against"
"Clinton, Favor",", Favor"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Favor","Trump, Against"
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Favor",", "
"Clinton, Against","Trump, "
"Clinton, Against",", "
"Clinton, Against","Clinton, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against",", Favor"
"Clinton, Against",", "
"Clinton, Favor","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Favor",", "
"Clinton, Against","Trump, Against"
"Clinton, Favor",", "
"Clinton, Favor","Trump, Against"
"Clinton, Favor",", Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Clinton, "
"Clinton, Against","Trump, Against"
"Clinton, Favor",", Favor"
"Clinton, None",", "
"Clinton, Favor","Trump, Against"
"Clinton, None","Trump, Against"
"Clinton, None","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against",", "
"Clinton, None",", Against"
"Clinton, Favor",", "
"Clinton, None","Trump, Against"
"Clinton, Against",", "
"Clinton, None",", "
"Clinton, Against",", Favor"
"Clinton, Against",", "
"Clinton, Favor","Trump, Against"
"Clinton, None","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, None","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against",", "
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Favor","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, None","Trump, Against"
"Clinton, Favor","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against",", "
"Clinton, Against","Trump, Against"
"Clinton, Favor","Trump, Against"
"Clinton, Against",", "
"Clinton, Against","Trump, Against"
"Clinton, Favor","Trump, Against"
"Clinton, Against",", "
"Clinton, None",", Favor"
"Clinton, Against",", "
"Clinton, None","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Favor","Trump, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, None","Trump, Against"
"Clinton, Favor","Trump, "
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, None","Trump, "
"Clinton, Against","Trump, Against"
"Clinton, Against",", "
"Clinton, Against","Clinton, Against"
"Clinton, Favor","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Favor","Trump, Against"
"Clinton, Against",", Favor"
"Clinton, Against",", Favor"
"Clinton, Favor","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against",", "
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, None","Trump, Against"
"Clinton, Against",", "
"Clinton, None",", Against"
"Clinton, None",", Favor"
"Clinton, None","Trump, Against"
"Clinton, Favor","Trump, Against"
"Clinton, Against",", Against"
"Clinton, None","Trump, Against"
"Clinton, Favor","Trump, Against"
"Clinton, None","Trump, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Favor",", "
"Clinton, Against","Trump, Against"
"Clinton, Favor","Trump, Against"
"Clinton, Favor","Clinton, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against",", Favor"
"Clinton, Against",", "
"Clinton, Against","Trump, Against"
"Clinton, Favor",", "
"Clinton, Favor","Trump, Against"
"Clinton, None","Trump, Against"
"Clinton, None",", "
"Clinton, Against",", "
"Clinton, Against","Trump, Against"
"Clinton, Against",", Favor"
"Clinton, Against",", Favor"
"Clinton, Against",", "
"Clinton, Against","Trump, Against"
"Clinton, None","Trump, Against"
"Clinton, Against",", "
"Clinton, Favor","Clinton, Against"
"Clinton, Favor","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Favor",", Favor"
"Clinton, Against","Trump, Against"
"Clinton, None","Trump, "
"Clinton, None","Trump, Against"
"Clinton, None","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Favor",", "
"Clinton, Against",", "
"Clinton, Favor",", "
"Clinton, Favor",", "
"Clinton, Against","Trump, Against"
"Clinton, None","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Favor",", "
"Clinton, Against",", Favor"
"Clinton, Against",", Favor"
"Clinton, None","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, "
"Clinton, Favor",", "
"Clinton, Favor","Trump, Against"
"Clinton, None","Trump, Against"
"Clinton, Against","Trump, "
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Favor",", "
"Clinton, None",", Favor"
"Clinton, Against",", "
"Clinton, None","Trump, Against"
"Clinton, Favor","Trump, "
"Clinton, Favor","Clinton, Against"
"Clinton, None","Trump, "
"Clinton, Against",", "
"Clinton, Against","Trump, Against"
"Clinton, None","Trump, Against"
"Clinton, Against",", "
"Clinton, Against","Clinton, Against"
"Clinton, Against",", "
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Favor","Trump, Against"
"Clinton, None","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against",", "
"Clinton, Against","Clinton, Against"
"Clinton, None","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against",", Favor"
"Clinton, Against",", "
"Clinton, Against",", Favor"
"Clinton, Favor",", "
"Clinton, Favor",", "
"Clinton, Favor","Trump, Against"
"Clinton, None","Trump, Against"
"Clinton, Against","Clinton, Against"
"Trump, None",", Favor"
"Trump, Favor",", "
"Trump, Favor",", "
"Trump, None","Trump, Against"
"Trump, Against",", "
"Trump, Against",", Favor"
"Trump, None","Trump, Against"
"Trump, Against","Trump, Against"
"Trump, None","Trump, Against"
"Trump, None",", Favor"
"Trump, Against","Trump, Against"
"Trump, Against",", "
"Trump, None","Trump, Against"
"Trump, None","Trump, Against"
"Trump, None","Trump, "
"Trump, None","Trump, Against"
"Trump, None",", Favor"
"Trump, None",", Favor"
"Trump, Against","Trump, Against"
"Trump, Against",", "
"Trump, None",", "
"Trump, Against","Trump, Against"
"Trump, Favor",", "
"Trump, Against",", "
"Trump, Against","Trump, Against"
"Trump, Against",", "
"Trump, None","Trump, Against"
"Trump, Against",", "
"Trump, Against","Trump, Against"
"Trump, Against",", "
"Trump, Favor",", "
"Trump, None",", "
"Trump, Favor","Trump, "
"Trump, None","Trump, Against"
"Trump, Against",", Against"
"Trump, None","Trump, Against"
"Trump, Favor",", "
"Trump, Against",", Favor"
"Trump, Favor",", "
"Trump, Favor",", "
"Trump, Against","Trump, "
"Trump, None","Trump, "
"Trump, Against","Trump, Against"
"Trump, Against",", "
"Trump, Favor",", "
"Trump, Against","Trump, Against"
"Trump, None","Trump, Against"
"Trump, None","Trump, Against"
"Trump, Against",", "
"Trump, Against",", "
"Trump, None",", Favor"
"Trump, Against",", "
"Trump, Against","Trump, Against"
"Trump, Against","Trump, Against"
"Trump, None",", Favor"
"Trump, Favor",", Favor"
"Trump, Favor","Trump, Against"
"Trump, Favor","Trump, Against"
"Trump, Favor",", "
"Trump, None","Trump, Against"
"Trump, Favor","Trump, Against"
"Trump, Against","Trump, Against"
"Trump, Against","Trump, Against"
"Trump, Favor","Trump, Against"
"Trump, Against","Trump, "
"Trump, None","Trump, Against"
"Trump, Against","Trump, Against"
"Trump, Against","Trump, Against"
"Trump, Against","Trump, Against"
"Trump, Against",", "
"Trump, None","Trump, Against"
"Trump, None","Trump, Against"
"Trump, Against","Trump, Against"
"Trump, Favor",", "
"Trump, Against",", "
"Trump, Against",", "
"Trump, None","Trump, Against"
"Trump, None","Trump, "
"Trump, Against",", "
"Trump, Against","Trump, "
"Trump, Against",", "
"Trump, Against",", "
"Trump, Against","Trump, Against"
"Trump, Against",", "
"Trump, None",", "
"Trump, Against","Trump, Against"
"Trump, Against",", "
"Trump, Favor","Trump, Against"
"Trump, None","Trump, Against"
"Trump, Favor",", "
"Trump, Favor",", "
"Trump, None","Trump, Against"
"Trump, None","Trump, Against"
"Trump, Against",", "
"Trump, Favor",", "
"Trump, Favor","Trump, "
"Trump, None","Trump, Against"
"Trump, None","Trump, Against"
"Trump, Against",", "
"Trump, None","Trump, Against"
"Trump, Against","Trump, Against"
"Trump, Against",", Against"
"Trump, Favor","Trump, Against"
"Trump, None","Trump, "
"Trump, None","Trump, Against"
"Trump, None",", Against"
"Trump, Against",", "
"Trump, None",", "
"Trump, Against",", Favor"
"Trump, Against","Trump, Against"
"Trump, None",", "
"Trump, None","Trump, Against"
"Trump, None",", Favor"
"Trump, None","Trump, Against"
"Trump, None","Trump, Against"
"Trump, Favor",", "
"Trump, None",", Against"
"Trump, None","Trump, Against"
"Trump, None",", Favor"
"Trump, None","Trump, "
"Trump, None","Trump, Against"
"Trump, Against","Trump, Against"
"Trump, Against","Trump, Against"
"Trump, None","Trump, Against"
"Trump, None",", "
"Trump, None",", Favor"
"Trump, Against","Trump, Against"
"Trump, Against",", "
"Trump, Against",", Favor"
"Trump, Against",", Favor"
"Trump, Against",", Against"
"Trump, None","Trump, Against"
"Trump, Favor",", "
"Trump, None","Trump, Against"
"Trump, Favor",", "
"Trump, Favor","Trump, Against"
"Trump, None","Trump, Against"
