completion,preds
"Clinton, Favor","Trump, Favor"
"Clinton, Against","Trump, Favor"
"Clinton, Against","Trump, Favor"
"Clinton, Favor","Trump, Favor"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Favor"
"Clinton, Against","Trump, Favor"
"Clinton, Favor","Trump, Favor"
"Clinton, Against","Trump, "
"Clinton, Against","Trump, Favor"
"Clinton, Against","Trump, Favor"
"Clinton, Against","Clinton, Against"
"Clinton, Favor","Trump, Favor"
"Clinton, Against","Trump, "
"Clinton, Against","Trump, Favor"
"Clinton, Against","Clinton, Favor"
"Clinton, Against",", Against"
"Clinton, Against","Clinton, Favor"
"Clinton, Against","Trump, Favor"
"Clinton, Favor","Trump, Favor"
"Clinton, Against","Trump, Favor"
"Clinton, Against",", Against"
"Clinton, Favor",", Favor"
"Clinton, Against","Trump, Favor"
"Clinton, Favor","Trump, Favor"
"Clinton, Favor","Trump, Favor"
"Clinton, Favor",", Against"
"Clinton, Against","Trump, Favor"
"Clinton, Against","Trump, Favor"
"Clinton, Against",", Against"
"Clinton, Against","Trump, Favor"
"Clinton, Favor","Trump, Favor"
"Clinton, None","Trump, Favor"
"Clinton, Favor","Trump, Favor"
"Clinton, None","Trump, Favor"
"Clinton, None","Trump, Favor"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Favor"
"Clinton, Against","Trump, Favor"
"Clinton, Against",", "
"Clinton, None","Trump, "
"Clinton, Favor",", Support"
"Clinton, None","Trump, Favor"
"Clinton, Against",", "
"Clinton, None",", "
"Clinton, Against","Trump, Favor"
"Clinton, Against","Trump, Favor"
"Clinton, Favor","Trump, Favor"
"Clinton, None","Trump, Favor"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Favor"
"Clinton, None","Trump, Favor"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Favor"
"Clinton, Against",", Favor"
"Clinton, Against","Trump, Favor"
"Clinton, Against","Trump, Favor"
"Clinton, Against","Trump, Favor"
"Clinton, Against","Trump, Favor"
"Clinton, Against","Trump, Favor"
