completion,preds
"Clinton, Favor",", Favor"
"Clinton, Against",", Favor"
"Clinton, Against",", Favor"
"Clinton, Favor",", Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Favor"
"Clinton, Against","Trump, Against"
"Clinton, Favor","Trump, Against"
"Clinton, Against",", "
"Clinton, Against",", Against"
"Clinton, Against",", Against"
"Clinton, Against","Clinton, Against"
"Clinton, Favor",", Against"
"Clinton, Against",", Against"
"Clinton, Against",", "
"Clinton, Against",", Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Favor"
"Clinton, Against",", Against"
"Clinton, Favor","Trump, Favor"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Favor","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Favor",", "
"Clinton, Favor",", Against"
"Clinton, Favor",", Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Favor"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Favor",", Against"
"Clinton, None",", Against"
"Clinton, Favor",", Against"
"Clinton, None","Trump, Favor"
"Clinton, None","Trump, Against"
"Clinton, Against",", Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against",", "
"Clinton, None",", Against"
"Clinton, Favor",", "
"Clinton, None","Trump, Favor"
"Clinton, Against",", "
"Clinton, None",", "
"Clinton, Against",", Against"
"Clinton, Against","Trump, "
"Clinton, Favor","Trump, Favor"
"Clinton, None","Trump, Against"
"Clinton, Against","Trump, Favor"
"Clinton, Against","Trump, Against"
"Clinton, None","Clinton, Favor"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against",", Against"
"Clinton, Against",", Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Favor",", Against"
"Clinton, Against","Trump, Against"
"Clinton, None","Trump, Against"
"Clinton, Favor","Trump, Favor"
"Clinton, Against","Trump, Against"
"Clinton, Against",", Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Favor"
"Clinton, Favor",", "
"Clinton, Against",", Against"
"Clinton, Against","Trump, Favor"
"Clinton, Favor","Trump, Against"
"Clinton, Against","Trump, Favor"
"Clinton, None",", Against"
"Clinton, Against",", "
"Clinton, None","Trump, Against"
"Clinton, Against",", Against"
"Clinton, Favor","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, None","Trump, Favor"
