completion,preds
"Clinton, Favor","Clinton, None"
"Clinton, Against",", None"
"Clinton, Against",", Favor"
"Clinton, Favor","Clinton, Favor"
"Clinton, Against",", Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Favor","Clinton, Favor"
"Clinton, Against","Trump, None"
"Clinton, Against","Clinton, Favor"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Favor","Clinton, Favor"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, None"
"Clinton, Against","Clinton, Against"
"Clinton, Favor","Clinton, Favor"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Favor","Clinton, Favor"
"Clinton, Against","Clinton, Against"
"Clinton, Favor","Clinton, Favor"
"Clinton, Favor","Clinton, Favor"
"Clinton, Favor","Clinton, Favor"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Favor","Clinton, None"
"Clinton, None","Trump, Against"
"Clinton, Favor","Clinton, None"
"Clinton, None",", None"
"Clinton, None","Clinton, Favor"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Clinton, Against"
"Clinton, None",", Against"
"Clinton, Favor","Clinton, Favor"
"Clinton, None",", None"
"Clinton, Against",", Favor"
"Clinton, None","Trump, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against",", None"
"Clinton, Favor","Clinton, Favor"
"Clinton, None","Trump, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, Against"
"Clinton, None","Clinton, None"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Trump, Favor"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against",", Against"
"Clinton, Against","Clinton, None"
"Clinton, Favor","Clinton, None"
"Clinton, Against","Clinton, Against"
"Clinton, None","Trump, Against"
"Clinton, Favor","Clinton, None"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against",", None"
"Clinton, Against","Clinton, Against"
"Clinton, Favor","Clinton, Favor"
"Clinton, Against","Clinton, Favor"
"Clinton, Against","Clinton, Against"
"Clinton, Favor","Clinton, Favor"
"Clinton, Against","Clinton, Against"
"Clinton, None","Trump, Against"
"Clinton, Against","Clinton, Against"
"Clinton, None","Trump, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Favor","Clinton, Favor"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, Against"
