completion,preds
"Clinton, Favor","Trump, None"
"Clinton, Against","Trump, Against"
"Clinton, Against",", Favor"
"Clinton, Favor","Clinton, Favor"
"Clinton, Against",", Against"
"Clinton, Against",", Against"
"Clinton, Against","Clinton, Against"
"Clinton, Favor",", Favor"
"Clinton, Against","Clinton, Favor"
"Clinton, Against",", None"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Favor","Clinton, Against"
"Clinton, Against",", Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Favor","Clinton, Favor"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Favor","Clinton, Favor"
"Clinton, Against","Clinton, Against"
"Clinton, Favor","Clinton, Favor"
"Clinton, Favor","Clinton, "
"Clinton, Favor",", None"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Favor","Clinton, Favor"
"Clinton, None","Clinton, Against"
"Clinton, Favor","Clinton, Against"
"Clinton, None","Trump, Favor"
"Clinton, None","Trump, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Clinton, Against"
"Clinton, None","Trump, Against"
"Clinton, Favor","Clinton, Favor"
"Clinton, None",", Against"
"Clinton, Against",", Favor"
"Clinton, None","Trump, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against",", None"
"Clinton, Favor","Clinton, Favor"
"Clinton, None","Trump, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, Against"
"Clinton, None",", "
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Trump, Favor"
"Clinton, Against","Clinton, Against"
"Clinton, Against",", "
"Clinton, Against","Clinton, Against"
"Clinton, Against",", Against"
"Clinton, Against","Clinton, Against"
"Clinton, Favor","Clinton, Favor"
"Clinton, Against",", Against"
"Clinton, None",", Favor"
"Clinton, Favor","Clinton, Favor"
"Clinton, Against",", Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Trump, None"
"Clinton, Against","Clinton, Against"
"Clinton, Favor","Clinton, Favor"
"Clinton, Against","Clinton, Favor"
"Clinton, Against","Clinton, Against"
"Clinton, Favor","Clinton, Against"
"Clinton, Against","Clinton, Against"
"Clinton, None",", "
"Clinton, Against","Clinton, Against"
"Clinton, None",", "
"Clinton, Against","Trump, Against"
"Clinton, Favor","Clinton, Favor"
"Clinton, Against","Clinton, Against"
"Clinton, Against",", Against"
"Clinton, Against",", Against"
"Clinton, None",", None"
"Clinton, Favor","Clinton, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Clinton, Against"
"Clinton, None","Trump, None"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, Favor"
"Clinton, Against","Clinton, Favor"
"Clinton, Favor","Clinton, Favor"
"Clinton, Against","Clinton, Against"
"Clinton, Favor","Clinton, Favor"
"Clinton, Against","Trump, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Favor","Trump, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, Against"
"Clinton, None",", Against"
"Clinton, Against","Clinton, Against"
"Clinton, None",", None"
"Clinton, None","Trump, Favor"
"Clinton, None",", "
"Clinton, Favor","Clinton, Against"
"Clinton, Against","Clinton, Favor"
"Clinton, None",", None"
"Clinton, Favor","Clinton, Favor"
"Clinton, None",", None"
"Clinton, Against","Clinton, Against"
"Clinton, Favor","Clinton, Favor"
"Clinton, Against",", Against"
"Clinton, Favor","Clinton, Favor"
"Clinton, Favor","Clinton, Favor"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Trump, Against"
"Clinton, Favor","Clinton, Favor"
"Clinton, Favor","Clinton, Against"
"Clinton, None",", Against"
"Clinton, None","Trump, Against"
"Clinton, Against","Clinton, Favor"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, Favor"
"Clinton, Against",", Favor"
"Clinton, None","Clinton, Favor"
"Clinton, Against","Trump, Against"
"Clinton, Favor","Clinton, Favor"
"Clinton, Favor","Clinton, Favor"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Favor","Clinton, Favor"
"Clinton, Against","Clinton, Against"
"Clinton, None",", Against"
"Clinton, None",", None"
"Clinton, None",", Against"
"Clinton, Against","Clinton, Against"
"Clinton, Favor","Clinton, Favor"
"Clinton, Against","Clinton, Against"
"Clinton, Favor","Clinton, Favor"
"Clinton, Favor","Clinton, Favor"
"Clinton, Against",", Against"
"Clinton, None",", "
"Clinton, Against",", None"
"Clinton, Against","Clinton, Favor"
"Clinton, Favor","Clinton, Favor"
"Clinton, Against","Clinton, Against"
"Clinton, Against",", Favor"
"Clinton, None","Trump, None"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Favor","Trump, Against"
"Clinton, Favor","Clinton, Against"
"Clinton, None",", None"
"Clinton, Against","Trump, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against",", Against"
"Clinton, Against","Clinton, Against"
