completion,preds
"Clinton, Favor",", Favor"
"Clinton, Against",", "
"Clinton, Against","Trump, Favor"
"Clinton, Favor",", Favor"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Favor"
"Clinton, Against","Trump, Favor"
"Clinton, Favor","Trump, Favor"
"Clinton, Against","Trump, "
"Clinton, Against",", Favor"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Favor","Trump, Favor"
"Clinton, Against",", Favor"
"Clinton, Against",", Favor"
"Clinton, Against","Trump, Favor"
"Clinton, Against","Trump, Favor"
"Clinton, Against","Trump, Favor"
"Clinton, Against","Trump, Favor"
"Clinton, Favor","Trump, Favor"
"Clinton, Against","Trump, Favor"
"Clinton, Against","Trump, Favor"
"Clinton, Favor","Trump, Favor"
"Clinton, Against","Trump, Favor"
"Clinton, Favor","Trump, Favor"
"Clinton, Favor","Trump, Favor"
"Clinton, Favor","Trump, Favor"
"Clinton, Against","Trump, Favor"
"Clinton, Against","Trump, Favor"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Favor"
"Clinton, Favor","Clinton, Against"
"Clinton, None","Trump, Against"
"Clinton, Favor",", Favor"
"Clinton, None","Trump, Favor"
"Clinton, None","Trump, Favor"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Favor"
"Clinton, None",", Favor"
"Clinton, Favor",", "
"Clinton, None","Trump, Favor"
"Clinton, Against",", Against"
"Clinton, None","Trump, Against"
"Clinton, Against","Trump, Favor"
"Clinton, Against","Trump, Favor"
"Clinton, Favor","Trump, Favor"
"Clinton, None","Trump, Favor"
"Clinton, Against",", Against"
"Clinton, Against","Trump, Against"
"Clinton, None","Trump, Favor"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Favor"
"Clinton, Against","Trump, Favor"
"Clinton, Against","Trump, Favor"
"Clinton, Against","Trump, Favor"
"Clinton, Against","Trump, Favor"
"Clinton, Against",", Favor"
"Clinton, Against","Trump, Favor"
"Clinton, Favor","Trump, Against"
"Clinton, Against","Trump, Favor"
"Clinton, None",", Against"
"Clinton, Favor","Trump, Favor"
"Clinton, Against","Trump, Favor"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Favor"
"Clinton, Against","Trump, Favor"
"Clinton, Favor",", Favor"
"Clinton, Against","Trump, Favor"
"Clinton, Against","Trump, Favor"
