completion,preds
"Clinton, Favor",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Favor",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Favor",", "
"Clinton, Against",", "
"Clinton, Against","Trump, Favor"
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Favor",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against","Trump, "
"Clinton, Against",", "
"Clinton, Against","Trump, Favor"
"Clinton, Against",", "
"Clinton, Favor",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Favor",", "
"Clinton, Against","Trump, Favor"
"Clinton, Favor",", "
"Clinton, Favor",", Favor"
"Clinton, Favor",", "
"Clinton, Against",", "
"Clinton, Against","Trump, Favor"
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Favor",", "
"Clinton, None",", "
"Clinton, Favor",", "
"Clinton, None",", "
"Clinton, None",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, None","Trump, Favor"
"Clinton, Favor",", "
"Clinton, None","Trump, Favor"
"Clinton, Against",", "
"Clinton, None",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Favor","Trump, Favor"
"Clinton, None",", "
"Clinton, Against","Trump, Favor"
"Clinton, Against",", "
"Clinton, None","Trump, Favor"
"Clinton, Against","Trump, Favor"
"Clinton, Against","Trump, Favor"
"Clinton, Against",", "
"Clinton, Against","Trump, Favor"
"Clinton, Against","Trump, Favor"
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Favor","Trump, "
"Clinton, Against",", "
"Clinton, None","Trump, Favor"
"Clinton, Favor","Trump, Favor"
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Favor",", "
"Clinton, Against",", "
"Clinton, Against","Trump, Favor"
"Clinton, Favor",", "
"Clinton, Against",", "
"Clinton, None",", "
"Clinton, Against",", "
"Clinton, None",", "
"Clinton, Against",", "
"Clinton, Favor",", "
"Clinton, Against",", "
"Clinton, Against","Trump, Favor"
"Clinton, Against",", "
"Clinton, None","Trump, Favor"
"Clinton, Favor",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against",", Against"
"Clinton, None","Trump, Favor"
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Favor","Trump, Favor"
"Clinton, Against",", Favor"
"Clinton, Favor",", "
"Clinton, Against",", Favor"
"Clinton, Against",", "
"Clinton, Favor",", "
"Clinton, Against",", "
"Clinton, Against","Trump, Favor"
"Clinton, Against","Trump, Favor"
"Clinton, Against",", Against"
"Clinton, Against","Trump, Favor"
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, None",", "
"Clinton, Against",", "
"Clinton, None","Trump, Favor"
"Clinton, None",", Favor"
"Clinton, None","Trump, Favor"
"Clinton, Favor","Trump, Favor"
"Clinton, Against",", "
"Clinton, None","Trump, Favor"
"Clinton, Favor","Trump, Favor"
"Clinton, None","Trump, Favor"
"Clinton, Against","Trump, Favor"
"Clinton, Favor",", "
"Clinton, Against",", "
"Clinton, Favor",", "
"Clinton, Favor",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against",", Favor"
"Clinton, Favor",", "
"Clinton, Favor",", "
"Clinton, None",", "
"Clinton, None",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, None","Trump, Favor"
"Clinton, Against",", "
"Clinton, Favor",", "
"Clinton, Favor",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Favor",", "
"Clinton, Against",", "
"Clinton, None",", "
"Clinton, None","Trump, Favor"
"Clinton, None",", "
"Clinton, Against",", "
"Clinton, Favor",", "
"Clinton, Against",", "
"Clinton, Favor",", "
"Clinton, Favor",", "
"Clinton, Against",", "
"Clinton, None",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Favor",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, None",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Favor",", "
"Clinton, Favor",", "
"Clinton, None",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Favor",", "
"Clinton, None",", "
"Clinton, Against",", "
"Clinton, None",", "
"Clinton, Favor",", "
"Clinton, Favor",", "
"Clinton, None",", "
"Clinton, Against",", "
"Clinton, Against","Trump, Favor"
"Clinton, None","Trump, Favor"
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Favor",", "
"Clinton, None",", "
"Clinton, Against",", "
"Clinton, Against",", Favor"
"Clinton, Against",", "
"Clinton, None",", "
"Clinton, Against","Trump, "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Favor",", "
"Clinton, Favor",", "
"Clinton, Favor",", "
"Clinton, None",", "
"Clinton, Against","Clinton, Favor"
"Trump, None",", "
"Trump, Favor",", "
"Trump, Favor",", "
"Trump, None",", "
"Trump, Against",", "
"Trump, Against","Trump, Favor"
"Trump, None",", "
"Trump, Against",", "
"Trump, None",", "
"Trump, None",", Favor"
"Trump, Against","Trump, Favor"
"Trump, Against","Trump, Against"
"Trump, None",", "
"Trump, None",", "
"Trump, None","Trump, Favor"
"Trump, None",", "
"Trump, None",", "
"Trump, None",", "
"Trump, Against",", "
"Trump, Against",", "
"Trump, None",", "
"Trump, Against","Trump, Favor"
"Trump, Favor",", "
"Trump, Against",", "
"Trump, Against","Trump, Against"
"Trump, Against","Trump, Favor"
"Trump, None","Trump, Favor"
"Trump, Against",", "
"Trump, Against",", "
"Trump, Against",", "
"Trump, Favor",", "
"Trump, None",", "
"Trump, Favor",", "
"Trump, None","Trump, Favor"
"Trump, Against",", "
"Trump, None",", "
"Trump, Favor",", "
"Trump, Against",", Favor"
"Trump, Favor",", "
"Trump, Favor",", "
"Trump, Against",", "
"Trump, None",", "
"Trump, Against",", "
"Trump, Against",", "
"Trump, Favor","Trump, Favor"
"Trump, Against",", "
"Trump, None",", "
"Trump, None",", "
"Trump, Against",", "
"Trump, Against",", "
"Trump, None",", Favor"
"Trump, Against",", "
"Trump, Against",", "
"Trump, Against",", "
"Trump, None","Trump, Favor"
"Trump, Favor",", "
"Trump, Favor",", "
"Trump, Favor",", "
"Trump, Favor",", "
"Trump, None","Trump, Favor"
"Trump, Favor",", "
"Trump, Against","Trump, Against"
"Trump, Against",", "
"Trump, Favor",", "
"Trump, Against",", "
"Trump, None",", "
"Trump, Against",", "
"Trump, Against","Trump, Favor"
"Trump, Against",", "
"Trump, Against",", "
"Trump, None","Trump, Favor"
"Trump, None","Trump, Favor"
"Trump, Against",", "
"Trump, Favor",", "
"Trump, Against","Trump, "
"Trump, Against",", "
"Trump, None",", "
"Trump, None",", "
"Trump, Against",", "
"Trump, Against",", "
"Trump, Against",", "
"Trump, Against",", "
"Trump, Against",", "
"Trump, Against",", "
"Trump, None",", "
"Trump, Against",", "
"Trump, Against",", "
"Trump, Favor",", "
"Trump, None",", "
"Trump, Favor",", "
"Trump, Favor",", "
"Trump, None",", "
"Trump, None","Trump, Favor"
"Trump, Against",", "
"Trump, Favor",", "
"Trump, Favor",", "
"Trump, None",", "
"Trump, None",", "
"Trump, Against",", "
"Trump, None","Trump, Favor"
"Trump, Against","Trump, Favor"
"Trump, Against","Trump, Against"
"Trump, Favor","Trump, "
"Trump, None",", "
"Trump, None",", "
"Trump, None",", "
"Trump, Against",", "
"Trump, None",", "
"Trump, Against",", "
"Trump, Against",", "
"Trump, None","Trump, Favor"
"Trump, None","Trump, Favor"
"Trump, None","Trump, "
"Trump, None","Trump, Favor"
"Trump, None",", "
"Trump, Favor",", "
"Trump, None",", "
"Trump, None",", "
"Trump, None",", "
"Trump, None",", "
"Trump, None",", "
"Trump, Against",", "
"Trump, Against",", "
"Trump, None","Trump, Favor"
"Trump, None","Trump, Favor"
"Trump, None",", "
"Trump, Against",", "
"Trump, Against",", "
"Trump, Against",", "
"Trump, Against",", Favor"
"Trump, Against",", "
"Trump, None",", "
"Trump, Favor",", "
"Trump, None",", "
"Trump, Favor",", "
"Trump, Favor",", "
"Trump, None",", "
"Trump, None","Trump, Favor"
"Trump, Against","Trump, Favor"
"Trump, Against","Trump, Favor"
"Trump, Against",", "
"Trump, Against",", "
