completion,preds
"Clinton, Favor",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Favor",", "
"Clinton, Against",", Against"
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Favor",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Favor",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against","Trump, Against"
"Clinton, Against",", "
"Clinton, Favor",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Favor",", "
"Clinton, Against",", "
"Clinton, Favor",", "
"Clinton, Favor",", "
"Clinton, Favor",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against","Trump, Against"
"Clinton, Against",", "
"Clinton, Favor",", "
"Clinton, None",", "
"Clinton, Favor",", "
"Clinton, None",", "
"Clinton, None",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, None",", "
"Clinton, Favor",", "
"Clinton, None",", "
"Clinton, Against",", "
"Clinton, None",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Favor",", "
"Clinton, None",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, None","Trump, "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against",", Against"
"Clinton, Against","Trump, Against"
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Favor","Trump, "
"Clinton, Against",", "
"Clinton, None",", "
"Clinton, Favor",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Favor",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Favor",", "
"Clinton, Against",", "
"Clinton, None",", "
"Clinton, Against",", "
"Clinton, None",", "
"Clinton, Against",", "
"Clinton, Favor",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, None",", "
"Clinton, Favor","Trump, "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, None",", "
"Clinton, Against",", "
"Clinton, Against","Clinton, "
"Clinton, Against",", "
"Clinton, Favor",", "
"Clinton, Against",", "
"Clinton, Favor",", "
"Clinton, Against",", Against"
"Clinton, Against",", "
"Clinton, Favor",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against","Trump, Against"
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, None",", "
"Clinton, Against",", "
"Clinton, None",", "
"Clinton, None",", "
"Clinton, None",", "
"Clinton, Favor",", "
"Clinton, Against",", "
"Clinton, None",", "
"Clinton, Favor","Trump, Against"
"Clinton, None",", "
"Clinton, Against",", "
"Clinton, Favor","Trump, "
"Clinton, Against",", "
"Clinton, Favor",", "
"Clinton, Favor",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against","Trump, Against"
"Clinton, Favor",", "
"Clinton, Favor",", "
"Clinton, None",", "
"Clinton, None",", "
"Clinton, Against",", "
"Clinton, Against","Trump, Against"
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, None",", "
"Clinton, Against",", "
"Clinton, Favor","Trump, Against"
"Clinton, Favor",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Favor",", "
"Clinton, Against",", "
"Clinton, None","Trump, Against"
"Clinton, None",", "
"Clinton, None",", "
"Clinton, Against",", "
"Clinton, Favor",", "
"Clinton, Against",", "
"Clinton, Favor",", "
"Clinton, Favor",", "
"Clinton, Against",", "
"Clinton, None",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Favor",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, None",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Favor",", "
"Clinton, Favor",", "
"Clinton, None",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Favor",", "
"Clinton, None",", "
"Clinton, Against",", "
"Clinton, None",", "
"Clinton, Favor",", "
"Clinton, Favor",", "
"Clinton, None",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, None",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Favor",", "
"Clinton, None","Trump, Against"
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, None",", "
"Clinton, Against","Trump, "
"Clinton, Against","Trump, Against"
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Favor","Trump, Against"
"Clinton, Favor",", "
"Clinton, Favor",", "
"Clinton, None",", "
"Clinton, Against",", "
"Trump, None","Trump, Against"
"Trump, Favor",", "
"Trump, Favor",", "
"Trump, None",", "
"Trump, Against",", "
"Trump, Against",", "
"Trump, None",", "
"Trump, Against",", "
"Trump, None",", "
"Trump, None",", "
"Trump, Against",", "
"Trump, Against",", "
"Trump, None",", "
"Trump, None",", "
"Trump, None","Trump, Against"
"Trump, None",", "
"Trump, None","Trump, Against"
"Trump, None",", Against"
"Trump, Against",", "
"Trump, Against",", "
"Trump, None",", "
"Trump, Against",", "
"Trump, Favor",", "
"Trump, Against",", "
"Trump, Against",", "
"Trump, Against",", "
"Trump, None",", "
"Trump, Against",", "
"Trump, Against",", "
"Trump, Against",", "
"Trump, Favor",", "
"Trump, None",", "
"Trump, Favor",", "
"Trump, None",", "
"Trump, Against",", "
"Trump, None",", "
"Trump, Favor",", "
"Trump, Against",", "
"Trump, Favor",", "
"Trump, Favor","Trump, Against"
"Trump, Against",", "
"Trump, None",", "
"Trump, Against",", "
"Trump, Against",", "
"Trump, Favor",", "
"Trump, Against",", "
"Trump, None",", "
"Trump, None",", "
"Trump, Against",", "
"Trump, Against",", "
"Trump, None",", "
"Trump, Against",", "
"Trump, Against",", "
"Trump, Against",", "
"Trump, None",", "
"Trump, Favor",", "
"Trump, Favor",", "
"Trump, Favor",", "
"Trump, Favor",", "
"Trump, None",", "
"Trump, Favor",", "
"Trump, Against",", "
"Trump, Against",", "
"Trump, Favor",", "
"Trump, Against",", "
"Trump, None",", "
"Trump, Against",", "
"Trump, Against",", "
"Trump, Against","Trump, Against"
"Trump, Against",", "
"Trump, None",", "
"Trump, None",", "
"Trump, Against",", "
"Trump, Favor",", "
"Trump, Against","Clinton, "
"Trump, Against",", "
"Trump, None",", "
"Trump, None",", "
"Trump, Against",", "
"Trump, Against",", "
"Trump, Against",", "
"Trump, Against",", "
"Trump, Against",", "
"Trump, Against",", "
"Trump, None",", "
"Trump, Against",", "
"Trump, Against",", "
"Trump, Favor",", "
"Trump, None",", "
"Trump, Favor",", "
"Trump, Favor",", "
"Trump, None",", Against"
"Trump, None",", "
"Trump, Against",", "
"Trump, Favor",", "
"Trump, Favor",", "
"Trump, None",", "
"Trump, None",", "
"Trump, Against",", "
"Trump, None",", "
"Trump, Against",", "
"Trump, Against",", Against"
"Trump, Favor",", "
"Trump, None",", "
"Trump, None","Trump, Against"
"Trump, None",", "
"Trump, Against",", "
"Trump, None",", "
"Trump, Against",", "
"Trump, Against",", "
"Trump, None",", "
"Trump, None","Trump, Against"
"Trump, None","Trump, Against"
"Trump, None",", "
"Trump, None",", "
"Trump, Favor",", "
"Trump, None",", "
"Trump, None",", "
"Trump, None",", "
"Trump, None",", "
"Trump, None",", "
"Trump, Against",", "
"Trump, Against",", "
"Trump, None",", "
"Trump, None",", "
"Trump, None",", "
"Trump, Against",", "
"Trump, Against",", "
"Trump, Against",", "
"Trump, Against",", Favor"
"Trump, Against",", "
"Trump, None",", "
"Trump, Favor",", "
"Trump, None",", "
"Trump, Favor",", "
"Trump, Favor",", "
"Trump, None",", "
"Trump, None",", "
"Trump, Against",", "
"Trump, Against",", "
"Trump, Against",", "
"Trump, Against",", "
