completion,preds
"Clinton, Favor","Trump, None"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Favor",", Favor"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against",", "
"Clinton, Favor",", "
"Clinton, Against",", "
"Clinton, Against","Trump, None"
"Clinton, Against","Trump, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Favor",", Favor"
"Clinton, Against","Trump, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Trump, None"
"Clinton, Against","Trump, Against"
"Clinton, Against",", Favor"
"Clinton, Favor","Clinton, Against"
"Clinton, Against","Trump, None"
"Clinton, Against","Trump, Against"
"Clinton, Favor","Clinton, Against"
"Clinton, Against","Trump, Against"
"Clinton, Favor",", "
"Clinton, Favor","Trump, None"
"Clinton, Favor","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, None"
"Clinton, Against","Trump, Against"
"Clinton, Favor","Clinton, Against"
"Clinton, None","Trump, Against"
"Clinton, Favor",", Favor"
"Clinton, None","Trump, None"
"Clinton, None","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, None"
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, None","Trump, Against"
"Clinton, Favor",", "
"Clinton, None","Trump, None"
"Clinton, Against",", Against"
"Clinton, None",", "
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Favor","Trump, None"
"Clinton, None",", "
"Clinton, Against","Clinton, Against"
"Clinton, Against","Trump, "
"Clinton, None",", Favor"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against",", "
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against",", "
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Favor",", "
"Clinton, Against","Trump, None"
"Clinton, None",", Favor"
"Clinton, Favor","Trump, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against",", "
"Clinton, Against","Clinton, Against"
"Clinton, Favor",", "
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Favor","Trump, Against"
"Clinton, Against","Clinton, Against"
"Clinton, None",", Favor"
"Clinton, Against",", "
"Clinton, None","Trump, Against"
"Clinton, Against","Trump, None"
"Clinton, Favor","Clinton, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, None","Trump, None"
"Clinton, Favor",", Favor"
"Clinton, Against","Trump, Against"
"Clinton, Against",", "
"Clinton, Against","Trump, Against"
"Clinton, None","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Favor","Clinton, Against"
"Clinton, Against",", Favor"
"Clinton, Favor","Trump, Against"
"Clinton, Against",", Favor"
"Clinton, Against","Trump, Against"
"Clinton, Favor","Trump, "
"Clinton, Against",", "
"Clinton, Against","Trump, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against",", "
"Clinton, Against","Trump, "
"Clinton, Against","Trump, Against"
"Clinton, Against",", Favor"
"Clinton, None",", "
"Clinton, Against",", "
"Clinton, None","Trump, None"
"Clinton, None","Trump, Against"
"Clinton, None","Trump, None"
"Clinton, Favor","Trump, Against"
"Clinton, Against",", "
"Clinton, None","Trump, Against"
"Clinton, Favor","Trump, Against"
"Clinton, None","Trump, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Favor",", "
"Clinton, Against","Trump, None"
"Clinton, Favor","Trump, None"
"Clinton, Favor",", Favor"
"Clinton, Against","Trump, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against",", Favor"
"Clinton, Favor","Trump, Against"
"Clinton, Favor","Trump, Against"
"Clinton, None","Trump, Against"
"Clinton, None",", "
"Clinton, Against",", "
"Clinton, Against","Trump, Against"
"Clinton, Against",", Favor"
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against","Trump, "
"Clinton, None",", Favor"
"Clinton, Against",", "
"Clinton, Favor","Trump, None"
"Clinton, Favor","Trump, None"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Favor","Clinton, Against"
"Clinton, Against","Trump, None"
"Clinton, None",", "
"Clinton, None","Trump, Against"
"Clinton, None",", Against"
"Clinton, Against","Trump, Against"
"Clinton, Favor",", "
"Clinton, Against","Trump, None"
"Clinton, Favor",", "
"Clinton, Favor",", "
"Clinton, Against",", "
"Clinton, None","Trump, Against"
"Clinton, Against","Trump, None"
"Clinton, Against","Clinton, Against"
"Clinton, Favor",", Favor"
"Clinton, Against",", Favor"
"Clinton, Against","Trump, Against"
"Clinton, None","Trump, None"
"Clinton, Against","Trump, Against"
"Clinton, Against",", "
"Clinton, Favor",", "
"Clinton, Favor","Trump, "
"Clinton, None","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against",", "
"Clinton, Against","Trump, "
"Clinton, Favor","Trump, Against"
"Clinton, None",", Favor"
"Clinton, Against",", "
"Clinton, None","Trump, Against"
"Clinton, Favor",", "
"Clinton, Favor","Trump, Against"
"Clinton, None","Trump, Against"
"Clinton, Against",", "
"Clinton, Against",", Favor"
"Clinton, None","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, None"
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against","Trump, Against"
"Clinton, Favor",", "
