completion,preds
"Clinton, Favor",", Favor"
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Favor",", "
"Clinton, Against","Trump, Against"
"Clinton, Against",", "
"Clinton, Against","Trump, Against"
"Clinton, Favor",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Favor",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Favor",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Favor",", "
"Clinton, Against","Trump, Against"
"Clinton, Favor",", "
"Clinton, Favor","Trump, Against"
"Clinton, Favor",", "
"Clinton, Against",", "
"Clinton, Against","Trump, Against"
"Clinton, Against",", "
"Clinton, Against","Trump, Against"
"Clinton, Favor",", "
"Clinton, None","Trump, Against"
"Clinton, Favor",", "
"Clinton, None","Trump, Against"
"Clinton, None",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against","Trump, Against"
"Clinton, Against",", "
"Clinton, None","Trump, Against"
"Clinton, Favor",", "
"Clinton, None","Trump, Favor"
"Clinton, Against",", "
"Clinton, None",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Favor",", "
"Clinton, None",", "
"Clinton, Against",", "
"Clinton, Against","Trump, Against"
"Clinton, None","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against",", "
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against","Trump, Favor"
"Clinton, Favor",", "
"Clinton, Against","Trump, Against"
"Clinton, None","Trump, Favor"
"Clinton, Favor",", "
"Clinton, Against","Trump, Against"
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against","Trump, Against"
"Clinton, Favor",", "
"Clinton, Against",", "
"Clinton, Against","Trump, Against"
"Clinton, Favor",", "
"Clinton, Against","Trump, Against"
"Clinton, None",", "
"Clinton, Against",", "
"Clinton, None","Trump, Against"
"Clinton, Against",", "
"Clinton, Favor",", "
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, None","Trump, Against"
"Clinton, Favor","Trump, Favor"
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against",", "
