completion,preds
"Clinton, Favor","Trump, Against"
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Favor","Trump, Favor"
"Clinton, Against","Clinton, Against"
"Clinton, Against",", "
"Clinton, Against","Trump, Against"
"Clinton, Favor",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Favor",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against","Clinton, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against",", "
"Clinton, Favor",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Favor",", "
"Clinton, Against","Trump, Against"
"Clinton, Favor",", "
"Clinton, Favor",", "
"Clinton, Favor",", "
"Clinton, Against",", "
"Clinton, Against","Trump, Against"
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Favor",", "
"Clinton, None",", "
"Clinton, Favor","Trump, Against"
"Clinton, None","Trump, Favor"
"Clinton, None","Trump, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against",", "
"Clinton, None",", "
"Clinton, Favor","Trump, "
"Clinton, None","Trump, Favor"
"Clinton, Against",", "
"Clinton, None",", "
"Clinton, Against",", "
"Clinton, Against","Trump, "
"Clinton, Favor","Trump, Against"
"Clinton, None",", "
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, None","Trump, "
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against",", "
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against",", "
"Clinton, Against","Trump, Against"
"Clinton, Against",", "
"Clinton, Favor","Trump, Against"
"Clinton, Against",", "
"Clinton, None","Trump, Favor"
"Clinton, Favor","Trump, Favor"
"Clinton, Against","Trump, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Favor",", "
"Clinton, Against","Clinton, Against"
"Clinton, Against","Trump, Favor"
"Clinton, Favor","Trump, Against"
"Clinton, Against",", "
"Clinton, None",", "
"Clinton, Against",", "
"Clinton, None","Trump, Against"
"Clinton, Against",", "
"Clinton, Favor",", "
"Clinton, Against","Clinton, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, None","Trump, Favor"
"Clinton, Favor",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against","Trump, Against"
"Clinton, None","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Favor","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Favor","Trump, Against"
"Clinton, Against",", "
"Clinton, Against","Trump, Against"
"Clinton, Favor",", "
"Clinton, Against",", "
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, "
"Clinton, Against",", "
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against",", "
"Clinton, None","Trump, Against"
"Clinton, Against",", "
"Clinton, None","Trump, Against"
"Clinton, None","Trump, Favor"
"Clinton, None",", "
"Clinton, Favor","Trump, Against"
"Clinton, Against",", "
"Clinton, None","Trump, Favor"
"Clinton, Favor","Trump, Against"
"Clinton, None","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Favor",", "
"Clinton, Against","Trump, Against"
"Clinton, Favor",", "
"Clinton, Favor","Clinton, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Favor",", "
"Clinton, Favor","Trump, Against"
"Clinton, None",", "
"Clinton, None",", Favor"
"Clinton, Against",", "
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against","Clinton, Against"
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, None","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Favor",", "
"Clinton, Favor","Trump, Against"
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Favor",", "
"Clinton, Against",", "
"Clinton, None",", "
"Clinton, None","Trump, Against"
"Clinton, None",", "
"Clinton, Against","Trump, Against"
"Clinton, Favor",", "
"Clinton, Against",", "
"Clinton, Favor",", "
"Clinton, Favor",", "
"Clinton, Against",", "
"Clinton, None","Trump, Against"
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Favor",", "
"Clinton, Against","Trump, Against"
"Clinton, Against",", "
"Clinton, None","Trump, Favor"
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Favor",", "
"Clinton, Favor","Trump, Against"
"Clinton, None",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against","Trump, Against"
"Clinton, Favor",", "
"Clinton, None","Trump, Favor"
"Clinton, Against",", "
"Clinton, None",", "
"Clinton, Favor",", "
"Clinton, Favor","Clinton, Against"
"Clinton, None",", "
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, None","Trump, "
"Clinton, Against",", "
"Clinton, Against","Clinton, Against"
"Clinton, Against",", "
"Clinton, Against",", "
"Clinton, Against","Trump, Against"
"Clinton, Favor",", "
"Clinton, None","Trump, Against"
"Clinton, Against","Trump, Against"
"Clinton, Against",", "
"Clinton, Against","Trump, Against"
"Clinton, None",", "
"Clinton, Against","Trump, Against"
"Clinton, Against","Trump, "
"Clinton, Against",", "
"Clinton, Against","Clinton, Against"
"Clinton, Favor",", "
"Clinton, Favor",", "
"Clinton, Favor",", "
"Clinton, None",", "
"Clinton, Against","Clinton, Against"
"Trump, None",", Favor"
"Trump, Favor",", "
"Trump, Favor",", "
"Trump, None",", "
"Trump, Against",", "
"Trump, Against",", "
"Trump, None","Trump, Against"
"Trump, Against",", "
"Trump, None",", "
"Trump, None",", "
"Trump, Against",", "
"Trump, Against","Trump, Against"
"Trump, None",", "
"Trump, None","Trump, Against"
"Trump, None","Trump, Favor"
"Trump, None","Trump, Favor"
"Trump, None","Trump, "
"Trump, None","Trump, Against"
"Trump, Against",", "
"Trump, Against",", "
"Trump, None",", "
"Trump, Against","Trump, Against"
"Trump, Favor",", "
"Trump, Against",", "
"Trump, Against","Trump, Against"
"Trump, Against","Trump, Against"
"Trump, None",", "
"Trump, Against",", "
"Trump, Against",", "
"Trump, Against",", "
"Trump, Favor",", "
"Trump, None",", "
"Trump, Favor","Trump, "
"Trump, None","Trump, Against"
"Trump, Against",", "
"Trump, None",", "
"Trump, Favor",", "
"Trump, Against",", Favor"
"Trump, Favor",", "
"Trump, Favor",", "
"Trump, Against",", "
"Trump, None",", "
"Trump, Against","Trump, Against"
"Trump, Against",", "
"Trump, Favor","Trump, Against"
"Trump, Against","Trump, Against"
"Trump, None",", "
"Trump, None",", "
"Trump, Against",", "
"Trump, Against",", "
"Trump, None",", Favor"
"Trump, Against",", "
"Trump, Against",", "
"Trump, Against","Trump, Against"
"Trump, None","Trump, Against"
"Trump, Favor",", "
"Trump, Favor",", "
"Trump, Favor",", "
"Trump, Favor",", "
"Trump, None",", "
"Trump, Favor",", "
"Trump, Against","Trump, Against"
"Trump, Against","Trump, Against"
"Trump, Favor","Trump, Against"
"Trump, Against",", "
"Trump, None",", "
"Trump, Against",", "
"Trump, Against","Trump, Against"
"Trump, Against","Trump, Against"
"Trump, Against",", "
"Trump, None","Trump, Against"
"Trump, None","Trump, Against"
"Trump, Against","Trump, Against"
"Trump, Favor",", "
"Trump, Against","Trump, "
"Trump, Against",", "
"Trump, None","Trump, Against"
"Trump, None",", "
"Trump, Against",", "
"Trump, Against",", "
"Trump, Against",", "
"Trump, Against",", "
"Trump, Against",", "
"Trump, Against",", "
"Trump, None",", "
"Trump, Against","Trump, Against"
"Trump, Against",", "
"Trump, Favor",", "
"Trump, None",", "
"Trump, Favor",", "
"Trump, Favor",", "
"Trump, None","Trump, Against"
"Trump, None","Trump, Against"
"Trump, Against",", "
"Trump, Favor",", "
"Trump, Favor",", "
"Trump, None","Trump, Against"
"Trump, None","Trump, Against"
"Trump, Against",", "
"Trump, None",", "
"Trump, Against",", "
"Trump, Against","Trump, Against"
"Trump, Favor","Trump, Against"
"Trump, None",", "
"Trump, None","Trump, Against"
"Trump, None","Trump, Favor"
"Trump, Against",", "
"Trump, None",", "
"Trump, Against","Trump, Favor"
"Trump, Against",", "
"Trump, None","Trump, Against"
"Trump, None","Trump, Against"
"Trump, None","Trump, Against"
"Trump, None",", "
"Trump, None","Trump, Against"
"Trump, Favor",", "
"Trump, None","Trump, Against"
"Trump, None",", "
"Trump, None","Trump, Against"
"Trump, None",", "
"Trump, None",", "
"Trump, Against",", "
"Trump, Against","Trump, Against"
"Trump, None","Trump, Against"
"Trump, None","Trump, Against"
"Trump, None","Trump, Favor"
"Trump, Against",", "
"Trump, Against",", "
"Trump, Against","Trump, Against"
"Trump, Against","Trump, Against"
"Trump, Against","Trump, Against"
"Trump, None",", "
"Trump, Favor","Trump, Favor"
"Trump, None",", "
"Trump, Favor",", "
"Trump, Favor","Trump, Favor"
"Trump, None",", "
"Trump, None",", "
"Trump, Against","Trump, Favor"
"Trump, Against","Trump, Against"
"Trump, Against","Trump, Favor"
"Trump, Against",", "
