Clinton,Trump
0.6128179170346332,0.5074183659986145
0.6488985519754924,0.4817438125484936
0.6382617249168144,0.33640864136883736
0.6210437306878739,0.4713367926859402
0.5874944551275962,0.37165942774890576
0.6142314743534174,0.5348826963778424
0.6191045314078178,0.4340154132341218
0.6597537490950738,0.3998844664783027
0.6095421450500106,0.3805174346944008
0.47408936241423544,0.40393444380131627
0.662683884275079,0.41524870788706286
0.5684500175905915,0.4431471400195148
0.6362944162436548,0.4962441314553991
0.627084458908037,0.4233722345330072
0.6421403341097368,0.47384648007651947
0.5852316917505269,0.40850495139157567
0.5979922872425455,0.4054135300592371
0.5804994993663003,0.41560182350139485
0.5411984814474676,0.4299281432914924
0.6114744296952465,0.3644375211844544
0.6135714851917622,0.46268101375328635
0.6191026644361317,0.4278015217743241
0.63465487381259,0.49041113557533456
0.6437043963939065,0.40044244731383954
0.6368691618980606,0.44410517500957675
0.589617746865973,0.38816084915288834
0.609215398617186,0.4123128807896807
0.5998675789009048,0.36783606942428837
0.5909873934365012,0.4369071464896504
0.6442931095139972,0.47380238716816536
0.6077362625169898,0.44479117893946496
0.6237634509373868,0.3711660587863104
0.5844946931241348,0.4324871572984189
0.6364984438441423,0.43359220859720476
0.658616425875309,0.43127900988790735
0.6770793961679864,0.43185389633494853
0.5873108334621191,0.3668458415549658
0.5932695983194967,0.4466227923094121
0.6073364278798736,0.44507419348756533
0.618789446224006,0.44247607019921603
0.6743105248995489,0.416722557567628
0.6502805236441357,0.4162504849090204
0.6276224167812275,0.4141480486471894
0.6034048928495566,0.44293507255655146
0.6198773565659839,0.3634936232381368
0.5704232315907443,0.39047645675880943
0.6293148908205967,0.38967321716862435
0.6266456079777395,0.482049758072849
0.607301004428124,0.4356618658078796
0.5512727921804826,0.4159690075183033
0.6151278085588768,0.4131906562652952
0.6108161026765069,0.4539628234845048
0.5755234735199047,0.39711433180982886
0.6362944162436548,0.4916127395000634
0.6414758762323624,0.4069257651170179
0.6218434855967485,0.4072487476890176
0.609608341760842,0.5411781564574599
0.5902374909354605,0.3959064451806735
0.6229471203389184,0.3778346159821452
0.6038117263643008,0.4119925647072399
0.638475876848588,0.4325498273180984
0.606390240855423,0.41372898196027635
0.5973785987812171,0.4432626261641465
0.6249773624048088,0.4677950728141436
0.6473228909382613,0.4062661321464138
0.6803326493141807,0.4176588742074439
0.6116010546178016,0.44225352112676053
0.6193755224806736,0.4203683153064818
0.6572066772035504,0.4289270590183159
0.6134353640429816,0.4466615199216691
0.6186764232841079,0.42394234689180843
0.5972552017205548,0.5038034565548486
0.6387582578778117,0.4194634756690113
0.6116117117658807,0.4635032416722559
0.585793540272225,0.3765662450434833
0.656753360727424,0.39659712661936525
0.5322564215744529,0.39658458317905604
0.6121650989600547,0.4097109738139845
0.6091715874166925,0.4522493386811924
0.5749972785145355,0.43128243143068934
0.6431783220125536,0.39734211665238683
0.616713875213214,0.42709494247135243
0.6743546065797525,0.41254380744561275
0.6331315812727925,0.4100842428307217
0.69172426323639,0.4761111715337067
0.6333670851671271,0.39398521893939337
0.5258987911455336,0.39084988070499493
0.6497492309401627,0.37826470061817635
0.6267710041335702,0.38463829572416575
0.6324942022536734,0.4334477821586917
0.6519257693064253,0.3713160461960699
0.637520017676398,0.4741820471587856
0.6066882182447437,0.4172884702757488
0.6347331242947813,0.43512418597607155
0.60185617385885,0.4204539757127361
0.6490762138271565,0.44115497809273363
0.5938363301901805,0.4066719155512787
0.5616461315506311,0.451582716638816
0.6456604920187216,0.41726033621081327
0.6060589696511502,0.42925293697669886
